,Unnamed: 0,text,spellchecked_text,normalized_text,contains_ref,label
921,921,"From the neighboring farm, crowing roosters marked the dawn.",From the neighboring farm crowing roosters marked the dawn,neighbor farm crow rooster mark dawn,True,"[{""start"":27,""end"":44,""text"":""crowing roosters "",""labels"":[""SOUND""]}]"
922,922,Slamming doors punctuated arguments that spilled into the night.,Slamming doors punctuated arguments that spilled into the night,slam door punctuate argument spill night,True,"[{""start"":0,""end"":14,""text"":""Slamming doors"",""labels"":[""SOUND""]}]"
923,923,"As tires skidded, breaths held in anticipation of the unknown.",As tires skidded breaths held in anticipation of the unknown,tire skid breath hold anticipation unknown,True,"[{""start"":3,""end"":16,""text"":""tires skidded"",""labels"":[""SOUND""]}]"
924,924,Icicles dripping in the sun played their own melodic tune.,Icicles dripping in the sun played their own melodic tune,icicle drip sun play melodic tune,True,"[{""start"":0,""end"":17,""text"":""Icicles dripping "",""labels"":[""SOUND""]},{""start"":35,""end"":57,""text"":""their own melodic tune"",""labels"":[""SOUND""]}]"
925,925,The creak of leather boots accompanied the cowboy's entry.,The creak of leather boots accompanied the cowboy's entry,creak leather boot accompany cowboy entry,True,"[{""start"":0,""end"":26,""text"":""The creak of leather boots"",""labels"":[""SOUND""]}]"
926,926,"Echoing off mountains, a yodeler’s call connected isolated communities.",Echoing off mountains a yodeler’s call connected isolated communities,echo mountain connected isolate community,True,"[{""start"":23,""end"":40,""text"":""a yodeler’s call "",""labels"":[""SOUND""]},{""start"":0,""end"":21,""text"":""Echoing off mountains"",""labels"":[""SOUND""]}]"
927,927,"In the operating room, the beep of monitors was constant.",In the operating room the beep of monitors was constant,operating room beep monitor constant,True,"[{""start"":23,""end"":57,""text"":""the beep of monitors was constant."",""labels"":[""SOUND""]}]"
928,928,"During the silent night, the rustle of a mouse scurrying.",During the silent night the rustle of a mouse scurrying,silent night rustle mouse scurry,True,"[{""start"":0,""end"":57,""text"":""During the silent night, the rustle of a mouse scurrying."",""labels"":[""SOUND""]}]"
929,929,Shuffling papers in the office murmured of deadlines and tasks.,Shuffling papers in the office murmured of deadlines and tasks,shuffle paper office murmur deadline task,True,"[{""start"":0,""end"":16,""text"":""Shuffling papers"",""labels"":[""SOUND""]}]"
930,930,The chug of a departing train signaled adventures yet to come.,The chug of a departing train signaled adventures yet to come,chug depart train signal adventure come,True,"[{""start"":0,""end"":29,""text"":""The chug of a departing train"",""labels"":[""SOUND""]}]"
931,931,Trombones and trumpets heralded the arrival of the carnival in town.,Trombones and trumpets heralded the arrival of the carnival in town,trombone trumpet herald arrival carnival town,True,"[{""start"":0,""end"":22,""text"":""Trombones and trumpets"",""labels"":[""SOUND""]}]"
932,932,The ocean’s tide whispered eternal promises to the shore.,The oceans tide whispered eternal promises to the shore,tide whisper eternal promise shore,True,"[{""start"":0,""end"":27,""text"":""The ocean’s tide whispered "",""labels"":[""SOUND""]}]"
933,933,"From the steeple, a bell’s ring called the faithful to worship.",From the steeple a bells ring called the faithful to worship,steeple bell ring call faithful worship,True,"[{""start"":18,""end"":32,""text"":""a bell’s ring "",""labels"":[""SOUND""]}]"
934,934,"A child's giggle, floating through the air, was the essence of joy.",A child's giggles floating through the air was the essence of joy,child giggle float air essence joy,True,"[{""start"":0,""end"":16,""text"":""A child's giggle"",""labels"":[""SOUND""]}]"
935,935,Sudden shrieks from a roller coaster filled the amusement park.,Sudden shrieks from a roller coaster filled the amusement park,sudden shriek roller coaster fill amusement park,True,"[{""start"":0,""end"":36,""text"":""Sudden shrieks from a roller coaster"",""labels"":[""SOUND""]}]"
936,936,"Fluttering butterflies hardly made a sound, yet spoke volumes.",Fluttering butterflies hardly made a sounds yet spoke volumes,flutter butterfly hardly sound speak volume,True,"[{""start"":0,""end"":62,""text"":""Fluttering butterflies hardly made a sound, yet spoke volumes."",""labels"":[""SOUND""]}]"
937,937,"In the orchard, the buzz of a chainsaw announced pruning season.",In the orchard the buzz of a chainsaw announced pruning season,orchard buzz chainsaw announce pruning season,True,"[{""start"":16,""end"":38,""text"":""the buzz of a chainsaw"",""labels"":[""SOUND""]}]"
938,938,Crumpling paper told the tale of ideas discarded and rethought.,Crumpling paper told the tale of ideas discarded and rethought,crumple paper tell tale idea discard rethink,True,"[{""start"":0,""end"":15,""text"":""Crumpling paper"",""labels"":[""SOUND""]}]"
939,939,"Beneath the bridge, the river’s current hummed its timeless song.",Beneath the bridge the rivers current hummed its timeless song,bridge river current hum timeless song,True,"[{""start"":20,""end"":64,""text"":""the river’s current hummed its timeless song"",""labels"":[""SOUND""]}]"
940,940,"A parrot mimicked human speech, adding comedy to the household.",A parrot mimicked human speech adding comedy to the household,parrot mimic human speech add comedy household,True,"[{""start"":0,""end"":30,""text"":""A parrot mimicked human speech"",""labels"":[""SOUND""]}]"
941,941,"From the attic, mysterious creaks and thumps incited imagination.",From the attic mysterious creaks and thumps incited imagination,attic mysterious creak thump incite imagination,True,"[{""start"":16,""end"":44,""text"":""mysterious creaks and thumps"",""labels"":[""SOUND""]}]"
942,942,"During the wedding, rice thrown crinkled underfoot as people danced.",During the wedding rice thrown crinkled underfoot as people danced,wedding rice throw crinkled underfoot people dance,True,"[{""start"":20,""end"":40,""text"":""rice thrown crinkled"",""labels"":[""SOUND""]}]"
943,943,The slam of a gavel in the courtroom signaled finality.,The slam of a gavel in the courtroom signaled finality,slam gavel courtroom signal finality,True,"[{""start"":0,""end"":19,""text"":""The slam of a gavel"",""labels"":[""SOUND""]}]"
944,944,"Sheep bleated in the pasture, their calls echoing through hills.",Sheep bloated in the pasture their calls echoing through hills,sheep bloat pasture call echo hill,True,"[{""start"":30,""end"":63,""text"":""their calls echoing through hills"",""labels"":[""SOUND""]},{""start"":0,""end"":13,""text"":""Sheep bleated"",""labels"":[""SOUND""]}]"
945,945,A rooster's crow broke the pre-dawn stillness of the farm.,A rooster's crow broke the predawn stillness of the farm,rooster crow break predawn stillness farm,True,"[{""start"":0,""end"":17,""text"":""A rooster's crow "",""labels"":[""SOUND""]}]"
946,946,"Bouncing basketballs reverberated in the gym, echoing athleticism.",Bouncing basketballs reverberated in the gym echoing athleticism,bounce basketball reverberate gym echo athleticism,True,"[{""start"":0,""end"":20,""text"":""Bouncing basketballs"",""labels"":[""SOUND""]},{""start"":46,""end"":65,""text"":""echoing athleticism"",""labels"":[""SOUND""]}]"
947,947,Crackling static on the radio hinted at a distant storm.,Crackling static on the radio hinted at a distant storm,crackle static radio hint distant storm,True,"[{""start"":0,""end"":29,""text"":""Crackling static on the radio"",""labels"":[""SOUND""]}]"
948,948,"In the early morning, dewdrops slipped from leaves, making soft noises.",In the early morning dewdrops slipped from leaves making soft noises,early morning dewdrop slip leave make soft noise,True,"[{""start"":22,""end"":31,""text"":""dewdrops "",""labels"":[""SOUND""]},{""start"":52,""end"":71,""text"":""making soft noises."",""labels"":[""SOUND""]}]"
949,949,"Carollers graced the neighborhood, their harmonies brightening the snowy evening.",carolers graced the neighborhood their harmonies brightening the snowy evening,caroler grace neighborhood harmony brighten snowy evening,True,"[{""start"":35,""end"":50,""text"":""their harmonies"",""labels"":[""SOUND""]}]"
950,950,Gushing fountains in the park narrated tales of romance and solitude.,Gushing fountains in the park narrated tales of romance and solitude,gush fountain park narrate tale romance solitude,True,"[{""start"":0,""end"":18,""text"":""Gushing fountains "",""labels"":[""SOUND""]}]"
951,951,"A soaring falcon screeched, marking its territory in the sky.",A soaring falcon screeched marking its territory in the sky,soar falcon screech mark territory sky,True,"[{""start"":0,""end"":26,""text"":""A soaring falcon screeched"",""labels"":[""SOUND""]}]"
952,952,Popping popcorn added anticipation to movie night.,Popping popcorn added anticipation to movie night,pop popcorn add anticipation movie night,True,"[{""start"":0,""end"":15,""text"":""Popping popcorn"",""labels"":[""SOUND""]}]"
953,953,"Among trees, the wind's sighs conveyed the forest’s ancient wisdom.",Among trees the wind's sighs conveyed the forests ancient wisdom,tree wind sigh convey forest ancient wisdom,True,"[{""start"":13,""end"":30,""text"":""the wind's sighs "",""labels"":[""SOUND""]}]"
954,954,"Muffled through walls, the vacuum cleaner indicated Sunday cleaning.",Muffled through walls the vacuum cleaner indicated Sunday cleaning,muffle wall vacuum cleaner indicate cleaning,True,"[{""start"":0,""end"":41,""text"":""Muffled through walls, the vacuum cleaner"",""labels"":[""SOUND""]}]"
955,955,The metallic clink of horseshoes filled the country air.,The metallic clink of horseshoes filled the country air,metallic clink horseshoe fill country air,True,"[{""start"":0,""end"":32,""text"":""The metallic clink of horseshoes"",""labels"":[""SOUND""]}]"
956,956,"From the alley, a cat's meow told of nighttime prowls.",From the alley a cat's meow told of nighttime prowls,alley cat meow tell nighttime prowl,True,"[{""start"":16,""end"":29,""text"":""a cat's meow "",""labels"":[""SOUND""]}]"
957,957,"Above the waterfall, the thunderous crash was awe-inspiring.",Above the waterfall the thunderous crash was awe-inspiring.,waterfall thunderous crash awe inspiring,True,"[{""start"":21,""end"":41,""text"":""the thunderous crash"",""labels"":[""SOUND""]}]"
958,958,"Wind chimes jingled softly, decorating the air with sound.",Wind chimes jingle softly decorating the air with sounds,wind chime softly decorate air sound,True,"[{""start"":0,""end"":26,""text"":""Wind chimes jingled softly"",""labels"":[""SOUND""]},{""start"":46,""end"":58,""text"":"" with sound."",""labels"":[""SOUND""]}]"
959,959,The clash of cymbals in the orchestra accentuated musical peaks.,The clash of cymbals in the orchestra accentuated musical peaks,clash cymbal orchestra accentuate musical peak,True,"[{""start"":0,""end"":64,""text"":""The clash of cymbals in the orchestra accentuated musical peaks."",""labels"":[""SOUND""]}]"
960,960,"Barefoot on sand, the silent steps spoke of peace.",Barefoot on sand the silent steps spoke of peace,barefoot sand silent step speak peace,True,"[{""start"":18,""end"":34,""text"":""the silent steps"",""labels"":[""SOUND""]}]"
961,961,Flutes and clarinets engaged in a melodious conversation onstage.,Flutes and clarinets engaged in a melodious conversation onstage,flute clarinet engage melodious conversation onstage,True,"[{""start"":0,""end"":64,""text"":""Flutes and clarinets engaged in a melodious conversation onstage"",""labels"":[""SOUND""]}]"
962,962,"In the desert, the rattle of a snake warned of danger.",In the desert the rattle of a snake warned of danger,desert rattle snake warn danger,True,"[{""start"":15,""end"":36,""text"":""the rattle of a snake"",""labels"":[""SOUND""]}]"
963,963,A cowbell's clang helped the farmer locate his herd.,A cowbell clang helped the farmer locate his herd,cowbell clang help farmer locate herd,True,"[{""start"":0,""end"":18,""text"":""A cowbell's clang "",""labels"":[""SOUND""]}]"
964,964,Scurrying rats in the darkness evoked a sense of unease.,Scurrying rats in the darkness evoked a sense of unease,scurry rat darkness evoke sense unease,True,"[{""start"":0,""end"":14,""text"":""Scurrying rats"",""labels"":[""SOUND""]}]"
965,965,"From the apartment, piano scales measured the passage of time.",From the apartment piano scales measured the passage of time,apartment piano scale measure passage time,True,"[{""start"":20,""end"":32,""text"":""piano scales"",""labels"":[""SOUND""]}]"
