,index,filename,sentence_id,sentence,token,ref_type,original_ref_type,len
544,1241,070E Thomas Shadwell 1673 Epsom wells__16_distribution_THE.txt,24,Is not this better than any thing in that stinking Town ?,stinking,Olfactive,Smell\_Word,12
545,1242,070E Thomas Shadwell 1673 Epsom wells__16_distribution_THE.txt,26,Stinking Town !,Stinking,Olfactive,Smell\_Word,3
546,1243,072E Richard Middleton 1619 Goodnes the blessed mans badge__18_distribution_REL.txt,24,"If that bee so , then thou mayest call a lumpe of waxe or clay an apple , because it is round like an apple : thou mayest say , it hath the smell and taste of an apple .",of an apple a lumpe of waxe or clay it smell,Olfactive,Evoked\_Odorant,40
547,1246,072E Richard Middleton 1619 Goodnes the blessed mans badge__18_distribution_REL.txt,43,"So that the wicked and vngodly sinner lying in his stinking pleasures , is truely a swine wallowing in the filthy puddle , as a filthy as aswine , as gluttonous as a swine , delighting in dirt as a swine , not smelling the stinke of his sin any more then the swine doth the stinke of the dirt it wallowes in .",pleasures sin of the dirt stinking smelling stinke stinke,Olfactive,Smell\_Source,64
548,1248,072E Richard Middleton 1619 Goodnes the blessed mans badge__18_distribution_REL.txt,44,"And yet no dung stinks so much in our nostrels , as sinne doth in the nostrels of God .",so much dung sinne stinks doth,Olfactive,Quality,20
549,1251,072E Richard Middleton 1619 Goodnes the blessed mans badge__18_distribution_REL.txt,46,"Whereby we vnderstand , that no hot reeking dung , or filthy stinking carcasse cast out into the chanell , is so odious to our sight and smell , as the impenitent sinner is in the sight & nostrels of God and Angels .",hot filthy odious to dung carcasse reeking stinking smell,Olfactive,Quality,44
550,1254,072E Richard Middleton 1619 Goodnes the blessed mans badge__18_distribution_REL.txt,47,"And so foule is the stinke of infull soules , as a godly Father obserues , that therefore Christ at the last iudgement shall shake them off with that irreuocable , depart from me , as not being able to endure their smell , no not so long as they shall bee a iudging .",foule of infull soules their stinke smell,Olfactive,Quality,55
551,1257,072E Richard Middleton 1619 Goodnes the blessed mans badge__18_distribution_REL.txt,48,"And as the vngodly are swine in these respects , so as Swine are choaked with the smell of roses , as they chew not their meate , as they are vnrofitable for all seruices , such are the voluptuous and carnall men for all the world ; to heare or see any good or godly thing doth choake them , they neuer ruminate and consider the Law of God , they are good for no worke of piety or religion , hauing no more Soule then swine haue .",of roses smell,Olfactive,Smell\_Source,90
552,1259,073E Samuel Lee 1673 Ecclesia Gemens__31_distribution_REL.txt,1,"Let none stand amazed at the pageantry of false Churches , nor value the Whore of Rome because of her bravery .",the Whore of Rome,Olfactive,Smell\_Source,22
553,1260,073E Samuel Lee 1673 Ecclesia Gemens__31_distribution_REL.txt,2,"She ' s deckt with Pearles and precious stones , but smells strong of Aegypt .",of Aegypt strong She smells,Olfactive,Evoked\_Odorant,16
554,1264,073E Samuel Lee 1673 Ecclesia Gemens__31_distribution_REL.txt,3,All the Persumes of Arabia can ' t hide or choak her stink,her Persumes stink,Olfactive,Smell\_Source,13
555,1266,073E Samuel Lee 1673 Ecclesia Gemens__31_distribution_REL.txt,5,"' Tis not Lateran Musick will consecrate her Masses into audience , nor her incense procure access to the Throne of Grace , I will not smell says the Lord in your Solemn Assemblies .",her smell,Olfactive,Smell\_Source,35
557,1270,075E The Case for Incense 1899__38_distribution_REL.txt,7,"We are ready to admit with many of the learned , among whom may be numbered Aquinas , De Vert , and Scudamore ( against others of equal learning ) , that the desire of producing a sweet smell in a place which otherwise would have been foul , may have had something to do with its introduction into the Christian Church , as it undoubtedly had something to do with its being ordered by Moses for use in the Tabernacle made of skins .",sweet smell foul,Olfactive,Quality,85
558,1272,076E Henry Dodwell 1711 Incense 2__41_distribution_REL.txt,11,"Such as proceeds not from the Bag , bat from the Heart which is the Produaf not offinking Cattle , but perfumed Manners ; Ihich is not offered with bloody Hands , but ptre understanding ; Which is not killed that it may be deflroyed , but as Isaac was , is Sacrificed that it may live .",Manners perfumed,Olfactive,Smell\_Source,58
559,1274,076E Henry Dodwell 1711 Incense 2__41_distribution_REL.txt,3,To burn Incense to those who have no Breath by which they might smell it ?,Incense it smell,Olfactive,Smell\_Source,16
560,1276,077E Richard Braithwaite 1620 Essays upon the five senses_45_REL.txt,15,"There is no Pomander to smell at , like the oyntment of my Sauiour : he is all sweet , all comfort , all delight ; sweet in his mercy , comfortable in his promise , and delightfull in his presence ; in his mercy a father , in his comfort a redeemer , and in his delight a replenisher ; from his mercy and compassion is deriued abundantly fulnes of consolation , from his comfort or promise , an assured expectation , and from his delight , of himselfe a plenarie possession .",Pomander smell,Olfactive,Smell\_Source,94
561,1278,077E Richard Braithwaite 1620 Essays upon the five senses_45_REL.txt,17,"For how should I think but by the smell of his oyntments , my sin-sicke and soule soiled conscience should be cured , who had power to raise dead Lazarus stinking in his graue , hauing bene foure dayes buried ?",of his oyntments dead Lazarus smell stinking,Olfactive,Smell\_Source,41
562,1280,077E Richard Braithwaite 1620 Essays upon the five senses_45_REL.txt,21,"Sweet-smelling perfume of selected vertues , pure streame of diuine graces , and amiable beauty neuer blemished ; no delight shall withhold me , no affection seduce me , no inordinate pleasure entice me , no sweet smell draw me ; I haue tyed my selfe to my spouse in all my Sences ; being He , that ministers refreshment to all my Sences .",sweet perfume of selected vertues Sweet-smelling smell,Olfactive,Quality,65
563,1283,077E Richard Braithwaite 1620 Essays upon the five senses_45_REL.txt,3,"For euen by the Smell , as by the conduit , by which is conveyed vnto vs the dilated fountaine of Gods mercie , doe we apprehend all varieties of flowers , sootes , sweetes : which moued the Philosopher to terme this Sence , the Harbinger of the Spring .",Smell,Olfactive,Smell\_Word,51
564,1284,077E Richard Braithwaite 1620 Essays upon the five senses_45_REL.txt,4,"Some are of opinion , that this peculiar Sence , is an occasion of more danger to the body than benefit , in that it receiues crude and vnholesome vapours , foggie and corrupt exhalations , being subiect to any infection ; it is true : but what especiall delights confers it for one of these inconveniences ; cheering the whole bodie with the sweetest odours , giuing libertie to the vitall powers , which otherwise would be imprisoned , delight to her fellow-Sences , which else would be dulled , and the sweet breathing ayre , which by her is reciued : all these ( as so many arguments of consequence ) bring vs to a more exact acknowledgment of this Sences excellencie .",foggie corrupt sweetest the whole bodie exhalations odours,Olfactive,Quality,125
565,1287,077E Richard Braithwaite 1620 Essays upon the five senses_45_REL.txt,5,"The Smelling is termed the vnnecessariest of all other Sences , yet may it be employed in cases of necessitie ; witnesse Democritus , who against the celebration of the feast Buthysia , fasted nine dayes , sustayning nature onely with the smell of hot bread .",of hot bread Smelling smell,Olfactive,Smell\_Source,47
566,1289,077E Richard Braithwaite 1620 Essays upon the five senses_45_REL.txt,6,"This Sence of mine shall not be subiected to outward delicacies : Let the Courtier smell of perfumes , the sleeke-fac ' d Lady of her paintings , I will follow the smell of my Sauiours oyntments : how should I be induced , following the direction of reason , by such soule-bewitching vanities , which rather peruert the refined lustre of the minde , than adde the least of perfection to so excellent an essence ?",of perfumes of my Sauiours oyntments smell smell,Olfactive,Smell\_Source,77
567,1291,077E Richard Braithwaite 1620 Essays upon the five senses_45_REL.txt,7,"No , let Pigmalion dote on his owne picture , Narcissus on his shape , Niobe on her numerous progenie ; my Taste , shall be to taste how sweet the Lord is ; my Touch , the apprehension of his loue ; my sight , the contemplation of his glory ; my eare , to accent his praise ; my smell , to repose in the faire and pleasant pastures of his word .",smell,Olfactive,Smell\_Word,75
568,1292,078E E. T. 1734 The Art and Mystery of vintners and wine coopers__64_distribution_HOUS.txt,1,"The first Buds of Ribes Nigra infused in Wines , especially Rhenish , makes it diuretick , and more fragrant in Smell and Taste , and so doth Clary .",fragrant Buds of Ribes Nigra Smell,Olfactive,Quality,30
569,1295,078E E. T. 1734 The Art and Mystery of vintners and wine coopers__64_distribution_HOUS.txt,10,"If the Wine be sweet enough , add of Spirits of Wine one Pound to a Hogshead , and give the Cask a strong Scent .",the Cask strong Spirits of Wine Scent,Olfactive,Odour\_Carrier,26
570,1299,078E E. T. 1734 The Art and Mystery of vintners and wine coopers__64_distribution_HOUS.txt,2,"The Inconvenience is , that the Wine becomes more heady , for which Elder Flowers added to the Clary is a Remedy , which also betters the Fragancy thereof , as ’ tis manifest in Elder-Vinegar ; but these Flowers are apt to make the Wine ropy .",Elder Flowers which Fragancy,Olfactive,Smell\_Source,48
571,1301,078E E. T. 1734 The Art and Mystery of vintners and wine coopers__64_distribution_HOUS.txt,6,To amend the Taste and Smell of Malaga .,of Malaga Smell,Olfactive,Smell\_Source,9
572,1303,078E E. T. 1734 The Art and Mystery of vintners and wine coopers__64_distribution_HOUS.txt,8,To amend the Smell and Taste of French and Rhenish which are foul .,of French and Rhenish which Smell foul,Olfactive,Smell\_Source,14
573,1305,079E William Black 1835 A practical treatise on brewing__72_distribution_HOUS.txt,1,"The odour , for instance , of a distiller ’ s fermentation , who works from a mixture of raw corn and malt , is always as different as night from day , from that of a brewer ’ s , who has a sound fermentation , and works with good malt .",different of a distiller ’ s fermentation odour,Olfactive,Quality,53
574,1308,079E William Black 1835 A practical treatise on brewing__72_distribution_HOUS.txt,2,"The first has always a foetid odour , while that of the other is highly vinous , pungent and aromatic .",foetid highly vinous pungent aromatic The first of the other odour that,Olfactive,Quality,21
575,1311,079E William Black 1835 A practical treatise on brewing__72_distribution_HOUS.txt,5,"An experienced brewer with a very sensitive smell , should be able to judge even by walking through a brew-house , whether or not it is in trim , and I again repeat that no man who has not both a very sensitive smell and taste , can be a good brewer .",very sensitive very sensitive smell smell,Olfactive,Quality,53
